Country,1990,2021,Absolute Change,Relative Change,1990.1,2021.0.1,Absolute Change.1,Relative Change.1,1990.2,2021.0.2,Absolute Change.2,Relative Change.2,Smoking_1990,Smoking_2021,Change,Percent_Change,Metric1,Metric2,Population,Lung_Cancer_1990,Lung_Cancer_2021,COPD_1990,COPD_2021,Cardiovascular_Diseases_1990,Cardiovascular_Diseases_2021,Stroke_1990,Stroke_2021,Oral_Cancers_1990,Oral_Cancers_2021,Year,Gender,Current_Smokers_Percentage,Former_Smokers_Percentage,Current_Smokers_Millions,Former_Smokers_Millions,Region,Type,Total Change,Due to Ageing,Due to Prevalence Changes,Due to Population Growth
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Guyana,Former,-31.518467090984903,-8.703637492649008,-16.40119725352959,-6.413632344806305
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Guyana,Current,57.200332539269475,14.248189671282063,24.74274072472519,18.209402143262217
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Guyana,Former,57.87111951588966,16.494829791778287,31.063816022947208,10.312473701164162
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,United States,Current,68.71111282417928,10.372307764778807,43.91960153371806,14.419203525682422
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,United States,Former,61.15716078576901,8.446567943555296,41.204360704401346,11.506232137812372
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,United States,Current,1.8530489098444263,0.28895243380160385,1.0601400515259343,0.5039564245168883
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,United States,Former,0.2897140360720017,0.08491363314458748,0.15745057044450317,0.04734983248291102
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Gambia,Current,51.052516791584075,16.392991462687483,26.2238262203577,8.435699108538893
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Gambia,Former,22.219851163674686,6.582895299539225,9.538986772821717,6.097969091313744
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Gambia,Current,31.906467809683935,8.890718146849467,18.93193255515087,4.083817107683598
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Gambia,Former,54.5339768135274,13.784372318199802,34.74307251956719,6.006531975760414
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Democratic Republic of Congo,Current,49.25602886870046,10.535936254932212,27.50246554640343,11.217627067364816
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Democratic Republic of Congo,Former,-29.071060459182867,-9.165663417875486,-16.42733863545236,-3.478058405855021
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Democratic Republic of Congo,Current,-16.56337681534413,-4.572428636340821,-8.964997417090832,-3.0259507619124792
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Democratic Republic of Congo,Former,-65.380937258507,-14.342807683666035,-37.414426631307016,-13.623702943533956
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Tanzania,Current,12.41998371793746,3.1904408653215426,5.150879226331723,4.078663626284195
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Tanzania,Former,-70.43599987681358,-10.152951314087952,-40.383350329875825,-19.899698232849804
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Tanzania,Current,-5.935299744496973,-0.9168587348235996,-3.6249299398255572,-1.3935110698478166
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Tanzania,Former,6.913343017148527,2.1118196531281037,3.4480017236102167,1.3535216404102075
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Ukraine,Current,-38.5243515266549,-4.976138956664052,-21.32339832155882,-12.224814248432022
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Ukraine,Former,17.052462606879374,4.008116120256571,9.785194447622013,3.2591520390007886
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Ukraine,Current,-79.3118153931862,-13.99764882814129,-54.28857027411664,-11.025596290928267
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Ukraine,Former,-71.40244666674819,-16.457369062955998,-34.27256372501197,-20.672513878780222
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Bangladesh,Current,45.183512001242526,10.17732166683955,27.085205938803956,7.920984395599022
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Bangladesh,Former,-19.179158983479233,-4.785242146033875,-9.667112619066911,-4.7268042183784456
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Bangladesh,Current,-77.79790842695218,-18.185214197329262,-44.584546550671305,-15.028147678951619
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Bangladesh,Former,4.503678003551197,0.7092234246375233,2.5717670193239877,1.2226875595896864
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Morocco,Current,47.19365180422366,11.516895114984212,24.94670983343932,10.730046855800122
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Morocco,Former,-56.16921418363077,-11.094920016329324,-31.40802773474978,-13.666266432551664
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Morocco,Current,24.27295796619905,5.720164128330656,11.214674971659928,7.338118866208468
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Morocco,Former,-74.69878160692717,-23.83140375133418,-40.39343527981089,-10.473942575782099
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Kenya,Current,-65.29289965973734,-22.103384046275956,-29.296463450368204,-13.893052163093193
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Kenya,Former,5.320783257186712,0.8966676865562173,3.302151440228738,1.121964130401757
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Kenya,Current,5.111218130092528,0.8633876516181171,2.7494864729324764,1.4983440055419348
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Kenya,Former,24.255754039691457,4.190314900949981,15.057377673280108,5.008061465461368
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Rwanda,Current,46.807517576877586,9.903505195290919,24.174066424358497,12.72994595722817
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Rwanda,Former,82.39046619832469,10.495884800632012,48.78658306149453,23.107998336198143
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Rwanda,Current,2.38540081548012,0.649644674597402,1.0133865059071636,0.7223696349755545
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Rwanda,Former,-27.341951511889174,-7.7675570640567235,-13.842626420810182,-5.7317680270222695
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Mauritania,Current,47.85208061774922,9.850291185571864,22.371203584589995,15.630585847587366
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Mauritania,Former,-43.69016511942252,-11.650083543039443,-18.701963908604284,-13.33811766777879
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Mauritania,Current,-8.688664846544636,-1.4807931836478807,-3.982637496889,-3.225234166007756
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Mauritania,Former,-67.14582184145748,-9.697826469587794,-48.990732594475254,-8.457262777394421
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Uganda,Current,-89.1447025306813,-23.31835520310137,-44.25066470601154,-21.575682621568387
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Uganda,Former,64.86170074958714,18.42249917073755,36.239925158965534,10.199276419884058
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Uganda,Current,54.31430292989355,15.971183214751395,28.161481107596508,10.181638607545644
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Uganda,Former,28.73104031425397,7.328081820702147,17.016862135933074,4.386096357618752
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Nepal,Current,-15.481965409164602,-2.7183082963849166,-8.743764074381323,-4.019893038398361
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Nepal,Former,-62.45582004187498,-17.238328783674902,-29.710864678812936,-15.506626579387136
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Nepal,Current,-65.86777304964406,-17.857246487149304,-39.56591895545549,-8.444607607039268
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Nepal,Former,-43.19779430473332,-11.935357125343506,-22.43263566263961,-8.82980151675021
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Malaysia,Current,9.287336229478528,1.5204051909952312,5.88403767823907,1.8828933602442262
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Malaysia,Former,40.65666646674347,9.358362236507043,23.838494827033973,7.459809403202452
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Malaysia,Current,21.112506274794093,5.517030388489386,11.61601284815048,3.979463038154229
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Malaysia,Former,-38.788170752102936,-5.207486460545274,-25.49151392768986,-8.089170363867803
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Argentina,Current,79.01994654048383,25.78746949161553,30.46777889382816,22.764698155040133
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Argentina,Former,37.435466977666856,6.059887551601661,25.94194091398067,5.433638512084529
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Argentina,Current,8.917004748927084,3.1530510913428267,4.502548259525339,1.2614053980589188
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Argentina,Former,20.635887848563836,4.22753883587472,12.588521549344419,3.819827463344697
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Fiji,Current,-15.851470552667397,-2.20338578829162,-9.011498475959307,-4.6365862884164715
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Fiji,Former,-49.640100276053836,-10.5135728413178,-27.334740823343914,-11.791786611392121
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Fiji,Current,-30.168892840919845,-7.90966844392735,-15.468797332441174,-6.790427064551324
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Fiji,Former,41.783070939111184,12.708975767124173,20.184386485225883,8.889708686761125
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Cote d'Ivoire,Current,-78.11662262076463,-25.378984036196012,-31.49408652692064,-21.24355205764797
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Cote d'Ivoire,Former,-57.948226794650715,-17.795545528230058,-32.31854852726658,-7.834132739154076
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Cote d'Ivoire,Current,-74.24962230959277,-21.65161641081945,-31.966621759594737,-20.631384139178575
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Cote d'Ivoire,Former,-97.45568067188982,-24.785868112017663,-46.70653299665996,-25.9632795632122
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Liberia,Current,55.18726141818897,10.659097129738207,28.709123695930703,15.81904059252005
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Liberia,Former,43.39166007224512,8.060166804508787,24.140912668588125,11.190580599148204
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Liberia,Current,-4.5522661451966115,-0.7450431323307134,-2.542801519946853,-1.2644214929190452
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Liberia,Former,-77.8906315145429,-23.93157012434497,-43.976365534274926,-9.982695855923017
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,China,Current,-1.524334397921497,-0.48428695370548597,-0.5697136973721725,-0.4703337468438385
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,China,Former,-4.137228429422062,-0.5724015239636914,-2.9637568197380677,-0.601070085720303
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,China,Current,-66.97634121515158,-15.759188482441512,-37.70120726861099,-13.515945464099076
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,China,Former,-11.372167097669628,-3.771113024936007,-5.902001604653269,-1.6990524680803505
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Turkmenistan,Current,-14.622063063844116,-2.763007016651919,-9.78162411252208,-2.077431934670118
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Turkmenistan,Former,21.48877607337583,4.948862386956761,12.267203308687478,4.272710377731594
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Turkmenistan,Current,21.46793170689599,7.6489392752637775,9.522794360216407,4.2961980714158035
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Turkmenistan,Former,-68.63718885538307,-9.711323818452183,-40.99264620122872,-17.933218835702167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Eritrea,Current,-21.930828957286018,-6.005655860134134,-10.522482004259615,-5.402691092892267
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Eritrea,Former,15.408521348795222,4.014171154509572,8.656952041832001,2.7373981524536486
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Eritrea,Current,0.5141834626865722,0.1786909915677567,0.25733649392862534,0.07815597719019024
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Eritrea,Former,58.92005781542033,20.97669280791096,22.847554616075886,15.095810391433483
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Namibia,Current,24.28743635312444,9.16783576731817,9.767389012306161,5.352211573500108
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Namibia,Former,-52.66497409191851,-13.134962923322568,-22.957528536709066,-16.572482631886874
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Namibia,Current,-93.77072799094265,-23.396147268335202,-50.581378882013034,-19.793201840594413
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Namibia,Former,28.566162962907814,7.65959019408402,13.24097268369213,7.665600085131664
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Greece,Current,-93.94634053951309,-15.51339238442746,-55.84767352756049,-22.585274627525138
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Greece,Former,15.122555329845092,4.559539890342977,7.372400291206198,3.190615148295917
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Greece,Current,64.76136317991528,9.45628002711387,34.650067978396685,20.65501517440472
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Greece,Former,12.470942110774098,3.309602712340907,6.8204891317387375,2.3408502666944546
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Cameroon,Current,-16.53112351049635,-3.2654776857509984,-9.658841901983552,-3.6068039227618
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Cameroon,Former,20.45037579419065,3.5567969394938235,9.505723368149535,7.387855486547289
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Cameroon,Current,-6.653841657901088,-0.9634451395873871,-4.109985350626393,-1.5804111676873085
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Cameroon,Former,7.8802572741254995,2.182834122010031,3.3283054543003683,2.3691176978151005
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Austria,Current,81.08259243191704,14.831009611042413,42.899465208344026,23.352117612530602
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Austria,Former,-23.04203204602673,-5.579908183455509,-11.277213091345828,-6.184910771225394
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Austria,Current,68.44121200221056,10.42948038297957,31.87817949321379,26.1335521260172
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Austria,Former,54.12728190562373,13.219138472808556,25.81312516134829,15.095018271466886
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Zambia,Current,-55.11656815892484,-12.64889865799636,-32.50340767852156,-9.96426182240692
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Zambia,Former,-78.59367353100838,-22.23341378546162,-37.71879332843413,-18.641466417112625
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Zambia,Current,-52.332744183801275,-13.074560423911013,-25.346535918704642,-13.911647841185617
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Zambia,Former,-100.58111889162575,-21.69719567417944,-57.664983141316014,-21.21894007613029
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Eswatini,Current,-67.78049575090408,-22.483721281313333,-25.739421149257172,-19.55735332033358
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Eswatini,Former,35.48004326720298,8.168420865733305,18.612175683627594,8.699446717842077
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Eswatini,Current,-78.6102243965536,-12.572053719719452,-51.03744245778988,-15.000728219044275
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Eswatini,Former,-22.085198585068873,-3.7971728381892507,-13.459307839091947,-4.828717907787677
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Cuba,Current,55.37321118039309,18.90053100781931,23.6360163738396,12.836663798734188
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Cuba,Former,-54.26959707237091,-9.940150287793262,-32.07574028795116,-12.253706496626487
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Cuba,Current,59.3680196561713,17.29201396085888,24.59033748308719,17.485668212225228
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Cuba,Former,-30.77054726698904,-8.978308913855141,-14.411273185663322,-7.3809651674705785
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Senegal,Current,-70.74289958072421,-21.979466509031123,-38.76760305586489,-9.995830015828204
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Senegal,Former,26.89529803159733,10.220757289143613,12.539536629221708,4.135004113232011
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Senegal,Current,25.313490727481536,7.725915540034479,11.677751171771087,5.909824015675969
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Senegal,Former,75.23257926414193,12.844796076392466,45.221830909620884,17.165952278128586
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Seychelles,Current,45.40395198649014,11.915170951004004,25.58471308091975,7.90406795456639
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Seychelles,Former,47.30019742318453,10.948753312199573,29.41129787340238,6.940146237582572
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Seychelles,Current,-33.55695409845502,-8.543160336259907,-17.08308772710194,-7.930706035093175
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Seychelles,Former,-56.44248938483,-14.547547064262893,-31.428274908506364,-10.466667412060746
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Barbados,Current,48.53264885681299,13.770549952261609,22.961947033410677,11.800151871140706
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Barbados,Former,58.04070947678637,18.214734572904895,26.254315396162788,13.571659507718687
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Barbados,Current,75.12444724970398,24.88378523853176,33.27715523427518,16.963506776897034
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Barbados,Former,-15.608460048508313,-3.2078637391722564,-9.891351544584426,-2.5092447647516325
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Serbia,Current,-23.46712183976025,-4.7166813127857,-11.13277287266343,-7.617667654311121
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Serbia,Former,44.04383676014767,13.683351525763216,19.81254872768513,10.547936506699322
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Serbia,Current,-25.33573709445202,-4.704428245931756,-13.06454678672969,-7.566762061790578
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Serbia,Former,58.104368197114255,10.518647852907502,36.54880501534748,11.036915328859264
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Pakistan,Current,65.68298900481442,12.252299172241718,39.300773174850605,14.12991665772209
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Pakistan,Former,-11.120095642122314,-2.2359468116283145,-7.3858185149050435,-1.4983303155889547
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Pakistan,Current,44.71245517564967,7.9908267387933805,26.632044474991474,10.089583961864816
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Pakistan,Former,37.816641187059844,7.469385016121768,15.441048230228297,14.906207940709775
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Philippines,Current,-56.36483868510136,-8.605753913330737,-33.72226319580657,-14.036821575964053
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Philippines,Former,52.797006412864455,8.338866308820798,35.77916364201458,8.678976462029079
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Philippines,Current,0.7453046323178396,0.3125628835963886,0.32119064603125264,0.11155110269019827
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Philippines,Former,48.387260631827125,12.115138654489943,24.67652567375804,11.595596303579141
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Vanuatu,Current,-30.12215870323265,-6.365397319025846,-19.005891358354926,-4.750870025851877
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Vanuatu,Former,53.928230618558366,18.663116069501324,26.985198117857895,8.279916431199146
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Vanuatu,Current,-18.957294495045886,-3.183253000724391,-10.20658711124271,-5.567454383078787
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Vanuatu,Former,-82.79145146402283,-28.370656720139973,-35.66586009848939,-18.75493464539346
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Moldova,Current,58.27399879367579,20.8584433720337,24.61773120000825,12.797824221633828
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Moldova,Former,-62.963045550819146,-9.636005179754381,-30.437734350804213,-22.889306020260552
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Moldova,Current,-32.50569608335598,-6.631773303741753,-21.420806481315942,-4.453116298298284
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Moldova,Former,99.68589579027068,24.827547931888194,48.64820017734507,26.21014768103742
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Haiti,Current,93.69138624912208,26.040262986162322,52.97995445417827,14.671168808781482
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Haiti,Former,13.476105829715797,2.8417569581386335,6.555891529298582,4.078457342278581
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Haiti,Current,20.46619030342253,5.87156214206572,8.77827160065315,5.816356560703659
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Haiti,Former,-8.89970630046523,-1.3755434765407402,-4.788254607164734,-2.7359082167597553
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Algeria,Current,-42.65439585149396,-12.334304378676908,-18.044974000408807,-12.275117472408244
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Algeria,Former,-29.377949865004638,-5.014452143859974,-18.960225556284456,-5.40327216486021
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Algeria,Current,31.40519853967808,9.955914328283136,11.366370688919263,10.082913522475682
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Algeria,Former,43.120613667875716,11.605661282362188,22.53564939874015,8.979302986773373
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Nauru,Current,43.36738738305008,12.919713414028566,20.119805393379657,10.327868575641858
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Nauru,Former,44.486383631139844,11.73171863159933,23.0190109050332,9.73565409450732
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Nauru,Current,-71.58983555724345,-11.947734388671293,-42.6132582036778,-17.02884296489435
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Nauru,Former,-0.791133896920829,-0.15099281115011812,-0.4941438849206049,-0.14599720085010603
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Peru,Current,-67.92411225344475,-12.750912469276628,-36.52498313750803,-18.648216646660085
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Peru,Former,7.567730889399211,1.3599407963300922,4.144011090272155,2.0637790027969634
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Peru,Current,-11.063964406012307,-2.9926665047943755,-5.119987249256592,-2.95131065196134
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Peru,Former,75.38985431734643,13.183884753896997,41.52350282030346,20.68246674314597
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Palau,Current,-25.859751539671645,-3.326638737334752,-16.92488532606354,-5.608227476273357
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Palau,Former,-79.7180374562274,-22.50271413335489,-44.92572872313247,-12.289594599740045
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Palau,Current,-68.88084016124883,-19.76092284759282,-38.276362335665674,-10.84355497799034
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Palau,Former,42.84053009064087,14.934896060577737,20.639573296354918,7.266060733708215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,North Korea,Current,21.680045926637177,7.06900430518361,11.974080934230997,2.636960687222569
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,North Korea,Former,-58.599034370667425,-10.752061343289377,-34.405637215243864,-13.441335812134188
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,North Korea,Current,-59.03180747651264,-14.909638229414783,-31.308538336584906,-12.813630910512945
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,North Korea,Former,44.100370627693295,10.11468374522793,22.19750174670036,11.788185135765003
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Tunisia,Current,-65.13431277668695,-20.439370127349655,-26.61924908657224,-18.075693562765053
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Tunisia,Former,56.05277818077053,8.418519007370676,36.72607365269119,10.908185520708663
